anio;provincia;distrito;ugel;nivel_agrupado;gestion;area;total_estudiantes;mujeres;hombres;retirados;total_atraso
2023;TARMA;ACOBAMBA;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;424;188;236;0;2
2023;CONCEPCION;ACO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;173;76;97;0;1
2023;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;11918;6643;5275;116;289
2023;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;1376;453;923;21;20
2023;TARMA;TARMA;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;3165;1435;1730;1;128
2023;JAUJA;JAUJA;UGEL JAUJA;Secundaria;Pública de gestión privada;Urbana;1365;1082;283;2;5
2023;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Secundaria;Pública de gestión privada;Urbana;2080;1879;201;23;11
2023;YAULI;SANTA ROSA DE SACCO;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;1215;618;597;9;12
2023;HUANCAYO;CHILCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1872;748;1124;151;126
2023;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;8514;3594;4920;101;312
2023;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;1408;794;614;0;76
2023;CONCEPCION;MANZANARES;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;151;77;74;2;9
2023;JAUJA;ACOLLA;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;192;75;117;1;5
2023;JAUJA;MARCO;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;103;49;54;0;8
2023;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;1555;731;824;96;86
2023;TARMA;TARMA;UGEL TARMA;Secundaria;Privada;Urbana;1809;955;854;3;9
2023;JUNIN;JUNIN;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;863;437;426;22;17
2023;CHUPACA;CHUPACA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;1680;840;840;7;37
2023;CHUPACA;HUACHAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;196;94;102;0;12
2023;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Secundaria;Pública de gestión privada;Urbana;581;367;214;0;3
2023;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Secundaria;Pública de gestión privada;Urbana;540;302;238;0;0
2023;JUNIN;CARHUAMAYO;UGEL JUNÍN;Secundaria;Pública de gestión directa;Urbana;540;258;282;0;12
2023;JAUJA;SINCOS;UGEL JAUJA;Secundaria;Pública de gestión privada;Rural;106;46;60;0;3
2023;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;80;35;45;0;5
2023;YAULI;YAULI;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;157;80;77;1;14
2023;YAULI;MOROCOCHA;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;218;103;115;0;10
2023;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;967;484;483;80;48
2023;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;716;344;372;53;64
2023;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;104;50;54;0;17
2023;HUANCAYO;COLCA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;83;41;42;0;6
2023;CHUPACA;CHUPACA;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;2586;1289;1297;28;15
2023;CHUPACA;AHUAC;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;393;201;192;0;13
2023;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;1079;207;872;17;41
2023;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;306;153;153;16;23
2023;CHUPACA;SAN JUAN DE JARPA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;207;106;101;7;14
2023;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Secundaria;Pública de gestión directa;Urbana;511;270;241;13;16
2023;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;138;60;78;4;7
2023;HUANCAYO;QUILCAS;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;258;154;104;0;17
2023;HUANCAYO;PUCARA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;259;130;129;0;13
2023;CONCEPCION;ACO;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;163;84;79;0;15
2023;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;168;75;93;0;12
2023;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Rural;518;260;258;3;82
2023;CONCEPCION;CHAMBARA;UGEL CHUPACA;Secundaria;Pública de gestión directa;Rural;284;139;145;3;13
2023;JAUJA;RICRAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;81;44;37;3;7
2023;JAUJA;YAULI;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;63;21;42;3;7
2023;JAUJA;JULCAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;104;50;54;0;7
2023;JAUJA;MASMA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;50;19;31;0;3
2023;JAUJA;APATA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;384;170;214;5;20
2023;JAUJA;EL MANTARO;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;226;110;116;0;1
2023;JAUJA;HUAMALI;UGEL JAUJA;Secundaria;Pública de gestión directa;Urbana;67;28;39;0;0
2023;JAUJA;PACCHA;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;46;19;27;1;0
2023;TARMA;ACOBAMBA;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;380;191;189;0;25
2023;TARMA;HUASAHUASI;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;609;295;314;38;34
2023;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;1754;776;978;46;76
2023;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Secundaria;Pública de gestión directa;Urbana;178;86;92;0;6
2023;TARMA;PALCAMAYO;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;209;97;112;0;7
2023;TARMA;LA UNION;UGEL TARMA;Secundaria;Pública de gestión directa;Rural;184;83;101;0;12
2023;SATIPO;SATIPO;UGEL SATIPO;Secundaria;Pública de gestión directa;Urbana;2586;1338;1248;42;136
2023;JAUJA;SAN PEDRO DE CHUNAN;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;66;15;51;0;2
2023;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Rural;415;195;220;17;38
2023;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Secundaria;Pública de gestión directa;Urbana;837;399;438;0;32
2023;SATIPO;MAZAMARI;UGEL SATIPO;Secundaria;Pública de gestión directa;Urbana;980;490;490;0;33
2023;HUANCAYO;SICAYA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Urbana;959;441;518;18;31
2023;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Secundaria;Pública de gestión directa;Urbana;143;71;72;9;9
2023;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Secundaria;Pública de gestión directa;Rural;43;22;21;0;2
2023;JUNIN;ULCUMAYO;UGEL JUNÍN;Secundaria;Pública de gestión directa;Rural;322;153;169;18;19
2023;HUANCAYO;HUASICANCHA;UGEL HUANCAYO;Secundaria;Pública de gestión directa;Rural;93;43;50;4;11
2023;YAULI;LA OROYA;UGEL YAULI;Secundaria;Pública de gestión directa;Urbana;532;255;277;6;16
2023;JUNIN;CARHUAMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;16;9;7;0;2
2023;JUNIN;JUNIN;UGEL JUNÍN;Primaria;Pública de gestión directa;Rural;36;13;23;0;0
2023;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión privada;Urbana;686;350;336;0;1
2023;SATIPO;MAZAMARI;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;997;466;531;2;14
2023;SATIPO;PANGOA;UGEL PANGOA;Primaria;Pública de gestión directa;Urbana;2168;1100;1068;21;37
2023;SATIPO;RIO NEGRO;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;538;259;279;6;6
2023;SATIPO;RIO TAMBO;UGEL RIO TAMBO;Primaria;Pública de gestión privada;Rural;177;83;94;1;6
2023;JUNIN;JUNIN;UGEL JUNÍN;Primaria;Pública de gestión directa;Urbana;1010;501;509;0;4
2023;CHUPACA;HUACHAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;51;22;29;0;1
2023;CHUPACA;SAN JUAN DE JARPA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;217;111;106;0;1
2023;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;8758;4174;4584;7;95
2023;HUANCAYO;CHILCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;4314;2031;2283;35;63
2023;JAUJA;SINCOS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;287;136;151;1;4
2023;TARMA;TARMA;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;3379;1689;1690;1;36
2023;CHUPACA;AHUAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;386;199;187;0;2
2023;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;26;16;10;0;0
2023;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Urbana;2163;998;1165;14;42
2023;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;12805;6530;6275;56;100
2023;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;1477;712;765;6;14
2023;JAUJA;JAUJA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;2057;982;1075;6;17
2023;SATIPO;SATIPO;UGEL SATIPO;Primaria;Pública de gestión directa;Urbana;2414;1192;1222;0;55
2023;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Primaria;Pública de gestión privada;Urbana;1041;799;242;1;0
2023;JAUJA;JAUJA;UGEL JAUJA;Primaria;Pública de gestión privada;Urbana;591;367;224;0;0
2023;JAUJA;CANCHAYLLO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;202;92;110;2;5
2023;HUANCAYO;SICAYA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;528;238;290;0;0
2023;HUANCAYO;HUANCAN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1162;591;571;5;0
2023;HUANCAYO;PUCARA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;134;56;78;0;0
2023;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;1102;525;577;8;0
2023;CHUPACA;CHUPACA;UGEL CHUPACA;Inicial;Pública de gestión directa;Urbana;942;476;466;7;0
2023;CHUPACA;AHUAC;UGEL CHUPACA;Inicial;Pública de gestión directa;Urbana;188;101;87;0;0
2023;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;75;33;42;1;0
2023;HUANCAYO;CHUPURO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;84;49;35;0;0
2023;CONCEPCION;CONCEPCION;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Urbana;671;342;329;8;0
2023;JAUJA;PARCO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;40;15;25;0;0
2023;JAUJA;SINCOS;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;164;85;79;0;0
2023;JAUJA;MUQUIYAUYO;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;86;43;43;0;0
2023;JAUJA;JAUJA;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;865;391;474;9;0
2023;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;95;52;43;2;0
2023;JAUJA;CANCHAYLLO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;80;37;43;0;0
2023;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;56;24;32;0;0
2023;TARMA;SAN PEDRO DE CAJAS;UGEL TARMA;Inicial;Pública de gestión directa;Urbana;88;39;49;0;0
2023;TARMA;ACOBAMBA;UGEL TARMA;Inicial;Pública de gestión directa;Urbana;151;74;77;0;0
2023;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;979;455;524;0;0
2023;YAULI;PACCHA;UGEL YAULI;Inicial;Pública de gestión directa;Rural;71;36;35;1;0
2023;YAULI;YAULI;UGEL YAULI;Inicial;Pública de gestión directa;Urbana;91;42;49;0;0
2023;JUNIN;ONDORES;UGEL JUNÍN;Inicial;Pública de gestión directa;Rural;34;15;19;0;0
2023;CHUPACA;AHUAC;UGEL CHUPACA;Inicial;Pública de gestión directa;Rural;190;84;106;0;0
2023;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;874;408;466;0;0
2023;CHANCHAMAYO;VITOC;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Rural;78;41;37;0;0
2023;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;194;103;91;0;0
2023;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Inicial;Pública de gestión directa;Rural;54;30;24;1;0
2023;JAUJA;RICRAN;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;57;28;29;2;0
2023;JAUJA;MASMA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;48;24;24;0;0
2023;JAUJA;PACA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;19;5;14;0;0
2023;CONCEPCION;COMAS;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Rural;255;139;116;3;0
2023;CHANCHAMAYO;PERENE;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Urbana;590;272;318;0;0
2023;TARMA;PALCAMAYO;UGEL TARMA;Inicial;Pública de gestión directa;Rural;159;100;59;0;0
2023;TARMA;TAPO;UGEL TARMA;Inicial;Pública de gestión directa;Rural;228;108;120;0;0
2023;TARMA;HUASAHUASI;UGEL TARMA;Inicial;Pública de gestión directa;Rural;225;120;105;0;0
2023;CHANCHAMAYO;SAN LUIS DE SHUARO;UGEL CHANCHAMAYO;Inicial;Pública de gestión directa;Rural;223;117;106;5;0
2023;HUANCAYO;HUANCAYO;UGEL HUANCAYO;Inicial;Pública de gestión privada;Urbana;110;62;48;0;0
2023;TARMA;TARMA;UGEL TARMA;Inicial;Privada;Urbana;517;279;238;5;0
2023;HUANCAYO;PUCARA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;198;93;105;0;1
2023;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1875;938;937;3;15
2023;HUANCAYO;SAPALLANGA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;50;24;26;0;2
2023;HUANCAYO;VIQUES;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;257;132;125;0;4
2023;HUANCAYO;COLCA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;89;46;43;0;2
2023;HUANCAYO;CHICCHE;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;52;24;28;1;3
2023;HUANCAYO;CHONGOS ALTO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;79;38;41;6;0
2023;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;296;125;171;3;2
2023;JUNIN;CARHUAMAYO;UGEL JUNÍN;Primaria;Pública de gestión directa;Urbana;575;278;297;4;4
2023;SATIPO;PAMPA HERMOSA;UGEL SATIPO;Primaria;Pública de gestión directa;Rural;287;128;159;2;4
2023;TARMA;HUASAHUASI;UGEL TARMA;Primaria;Pública de gestión directa;Urbana;621;315;306;0;4
2023;TARMA;PALCA;UGEL TARMA;Primaria;Pública de gestión privada;Urbana;332;157;175;0;2
2023;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Primaria;Pública de gestión privada;Urbana;168;168;0;2;0
2023;CHANCHAMAYO;SAN RAMON;UGEL CHANCHAMAYO;Primaria;Pública de gestión privada;Urbana;678;338;340;0;0
2023;CHUPACA;CHONGOS BAJO;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;68;30;38;0;2
2023;HUANCAYO;HUACRAPUQUIO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;106;67;39;1;1
2023;HUANCAYO;HUANCAN;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1408;723;685;0;17
2023;CHUPACA;TRES DE DICIEMBRE;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;282;126;156;0;2
2023;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;108;57;51;0;6
2023;CONCEPCION;SAN JOSE DE QUERO;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;494;249;245;0;8
2023;JAUJA;ACOLLA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;237;122;115;0;2
2023;JAUJA;ACOLLA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;158;76;82;0;1
2023;JAUJA;JULCAN;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;86;43;43;0;0
2023;JAUJA;LLOCLLAPAMPA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;93;36;57;0;0
2023;JAUJA;MARCO;UGEL JAUJA;Primaria;Pública de gestión privada;Rural;74;35;39;0;0
2023;JAUJA;MARCO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;30;23;7;0;0
2023;JAUJA;MASMA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;116;58;58;0;0
2023;JAUJA;MASMA;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;93;50;43;1;1
2023;JAUJA;MOLINOS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;108;53;55;0;3
2023;JAUJA;MONOBAMBA;UGEL CHANCHAMAYO;Primaria;Pública de gestión directa;Rural;144;61;83;0;1
2023;JAUJA;PACA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;56;28;28;0;1
2023;JAUJA;PACCHA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;115;51;64;0;0
2023;JAUJA;PARCO;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;74;38;36;0;0
2023;JAUJA;RICRAN;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;117;59;58;2;6
2023;JAUJA;SAN PEDRO DE CHUNAN;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;20;11;9;0;0
2023;JAUJA;TUNAN MARCA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;71;36;35;2;0
2023;JAUJA;YAULI;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;60;26;34;0;1
2023;JAUJA;APATA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;496;244;252;1;9
2023;JAUJA;ATAURA;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;57;23;34;0;1
2023;JAUJA;HUAMALI;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;49;22;27;0;0
2023;JAUJA;HUAMALI;UGEL JAUJA;Primaria;Pública de gestión privada;Urbana;145;60;85;1;2
2023;JAUJA;HUAMALI;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;22;11;11;1;0
2023;JAUJA;HUARIPAMPA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;62;24;38;1;0
2023;JAUJA;HUERTAS;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;107;53;54;0;0
2023;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;30;15;15;0;0
2023;JAUJA;LEONOR ORDOÑEZ;UGEL JAUJA;Primaria;Pública de gestión privada;Rural;74;34;40;0;1
2023;JAUJA;MUQUI;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;53;26;27;0;2
2023;JAUJA;MUQUIYAUYO;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;186;93;93;0;1
2023;JAUJA;SAN LORENZO;UGEL JAUJA;Primaria;Pública de gestión directa;Urbana;292;147;145;0;2
2023;JAUJA;SINCOS;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;49;19;30;0;1
2023;JAUJA;ATAURA;UGEL JAUJA;Primaria;Pública de gestión directa;Rural;6;4;2;0;0
2023;CONCEPCION;CHAMBARA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;260;143;117;3;2
2023;CONCEPCION;HEROINAS TOLEDO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;92;47;45;0;3
2023;CONCEPCION;MANZANARES;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;146;72;74;0;2
2023;CONCEPCION;MARISCAL CASTILLA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;176;86;90;0;4
2023;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;269;123;146;0;4
2023;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;194;97;97;1;2
2023;CONCEPCION;MITO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;82;40;42;0;1
2023;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;417;197;220;2;2
2023;CONCEPCION;SANTA ROSA DE OCOPA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;153;66;87;0;0
2023;CONCEPCION;SANTA ROSA DE OCOPA;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;37;22;15;0;0
2023;CONCEPCION;MANZANARES;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;3;2;1;0;0
2023;CHUPACA;AHUAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;177;74;103;4;3
2023;CHUPACA;CHUPACA;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;195;101;94;3;3
2023;CHUPACA;HUACHAC;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;179;88;91;1;4
2023;CHUPACA;HUAMANCACA CHICO;UGEL CHUPACA;Primaria;Pública de gestión directa;Urbana;559;266;293;3;4
2023;CHUPACA;SAN JUAN DE ISCOS;UGEL CHUPACA;Primaria;Pública de gestión directa;Rural;165;74;91;2;2
2023;HUANCAYO;PILCOMAYO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1310;632;678;5;12
2023;HUANCAYO;SICAYA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1130;564;566;0;11
2023;HUANCAYO;CARHUACALLANGA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;12;6;6;0;0
2023;HUANCAYO;CHACAPAMPA;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;46;28;18;2;0
2023;HUANCAYO;CHUPURO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;148;66;82;0;4
2023;HUANCAYO;CHUPURO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;20;10;10;0;1
2023;HUANCAYO;EL TAMBO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;82;32;50;0;1
2023;HUANCAYO;HUALHUAS;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;463;226;237;0;6
2023;HUANCAYO;INGENIO;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;126;60;66;0;2
2023;HUANCAYO;QUICHUAY;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Urbana;85;42;43;0;1
2023;HUANCAYO;QUILCAS;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;399;221;178;1;4
2023;HUANCAYO;QUILCAS;UGEL HUANCAYO;Primaria;Pública de gestión directa;Rural;41;20;21;2;1
2023;HUANCAYO;SAN AGUSTIN;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;877;432;445;0;4
2023;HUANCAYO;SAÑO;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;391;195;196;0;6
2023;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Primaria;Pública de gestión directa;Urbana;1121;556;565;1;14
2023;HUANCAYO;QUICHUAY;UGEL CONCEPCIÓN;Primaria;Pública de gestión directa;Rural;21;13;8;0;2
2023;JAUJA;EL MANTARO;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;111;55;56;0;0
2023;JAUJA;MARCO;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;63;39;24;1;0
2023;JUNIN;JUNIN;UGEL JUNÍN;Inicial;Pública de gestión directa;Urbana;531;264;267;0;0
2023;JUNIN;ULCUMAYO;UGEL JUNÍN;Inicial;Pública de gestión directa;Rural;247;115;132;0;0
2023;TARMA;TARMA;UGEL TARMA;Inicial;Pública de gestión directa;Urbana;1367;654;713;0;0
2023;CHANCHAMAYO;CHANCHAMAYO;UGEL CHANCHAMAYO;Inicial;Pública de gestión privada;Urbana;190;113;77;0;0
2023;HUANCAYO;SAN JERONIMO DE TUNAN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;459;227;232;0;0
2023;CONCEPCION;ORCOTUNA;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Urbana;208;102;106;0;0
2023;SATIPO;SATIPO;UGEL SATIPO;Inicial;Pública de gestión directa;Urbana;1119;569;550;0;0
2023;CONCEPCION;MATAHUASI;UGEL CONCEPCIÓN;Inicial;Pública de gestión directa;Urbana;140;74;66;0;0
2023;JAUJA;ACOLLA;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;114;49;65;0;0
2023;JAUJA;SAN PEDRO DE CHUNAN;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;27;10;17;1;0
2023;JAUJA;APATA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;286;147;139;0;0
2023;YAULI;CHACAPALPA;UGEL YAULI;Inicial;Pública de gestión directa;Rural;43;23;20;0;0
2023;JAUJA;HUAMALI;UGEL JAUJA;Inicial;Pública de gestión directa;Urbana;49;32;17;0;0
2023;HUANCAYO;HUAYUCACHI;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;650;322;328;2;0
2023;CONCEPCION;MANZANARES;UGEL CHUPACA;Inicial;Pública de gestión directa;Urbana;106;50;56;4;0
2023;JAUJA;PACCHA;UGEL JAUJA;Inicial;Pública de gestión directa;Rural;39;19;20;0;0
2023;SATIPO;MAZAMARI;UGEL SATIPO;Inicial;Pública de gestión directa;Urbana;460;241;219;1;0
2023;HUANCAYO;SAN AGUSTIN;UGEL HUANCAYO;Inicial;Pública de gestión directa;Urbana;636;328;308;1;0
